"ITTER107","Territorio","TIPO_DATO_ISTR","Tipo dato","SEXISTAT1","Sesso","CITTADINANZA","Cittadinanza","ORDINESCOL2","Ordine scolastico","NATGIUR1","Gestione della scuola","TIPO_SCUOLA2","Tipo di scuola superiore","TIME","Seleziona anno (anno t= anno sc. t-1 / t)","Value","Flag Codes","Flags"
"ITF3","Campania","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",275,,
"ITF2","Molise","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",192,,
"ITD5","Emilia-Romagna","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",90,,
"ITF","Sud","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",716,,
"ITD","Nord-est","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",708,,
"ITD3","Veneto","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",11071,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","TECH","altri istituti tecnici","2019","2019",1938,,
"ITE3","Marche","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",2073,,
"ITD3","Veneto","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",41,,
"ITE","Centro","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",50,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",321,,
"ITE1","Toscana","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","COM","istituto professionale per i servizi commerciali","2019","2019",756,,
"ITE4","Lazio","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",281,,
"ITE3","Marche","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",10089,,
"ITC1","Piemonte","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",1545,,
"ITC3","Liguria","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",13,,
"ITC1","Piemonte","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ARTI","liceo artistico","2019","2019",2,,
"ITC4","Lombardia","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",54272,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","TECH","altri istituti tecnici","2019","2019",2214,,
"ITC1","Piemonte","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",0,,
"ITD","Nord-est","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",21491,,
"ITE4","Lazio","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",212,,
"ITE4","Lazio","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",5056,,
"ITF3","Campania","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",1193,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",382,,
"ITE1","Toscana","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",33,,
"ITF3","Campania","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",27603,,
"ITF3","Campania","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",3264,,
"IT","Italia","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",292,,
"ITD3","Veneto","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SUR","istituto tecnico per geometri","2019","2019",0,,
"ITE3","Marche","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",5568,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",8,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",48980,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","COMM","istituto tecnico commerciale","2019","2019",22,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",292,,
"ITC4","Lombardia","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","VOC_OTH","altri istituti professionali","2019","2019",3277,,
"ITE2","Umbria","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",60,,
"ITE4","Lazio","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ARTI","liceo artistico","2019","2019",38,,
"ITC1","Piemonte","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",4622,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ART","istituto d arte","2019","2019",857,,
"ITC4","Lombardia","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","CLA","liceo classico","2019","2019",1143,,
"ITD3","Veneto","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",17361,,
"ITF3","Campania","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",453,,
"ITF","Sud","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",105,,
"ITE4","Lazio","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",4111,,
"ITF2","Molise","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",1928,,
"ITD5","Emilia-Romagna","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",22972,,
"ITD3","Veneto","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",1204,,
"ITF1","Abruzzo","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",272,,
"ITE4","Lazio","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",1005,,
"IT","Italia","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",1166904,,
"IT","Italia","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SUR","istituto tecnico per geometri","2019","2019",229,,
"IT","Italia","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","IND","istituto professionale per l'industria e l'artigianato","2019","2019",1194,,
"ITE","Centro","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",8050,,
"ITF1","Abruzzo","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","TECH","altri istituti tecnici","2019","2019",129,,
"ITE","Centro","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SUR","istituto tecnico per geometri","2019","2019",141,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",127,,
"ITE4","Lazio","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","ARTI","liceo artistico","2019","2019",202,,
"ITE","Centro","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",6746,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SUR","istituto tecnico per geometri","2019","2019",151,,
"ITE","Centro","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",2232,,
"ITD5","Emilia-Romagna","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",13,,
"ITE2","Umbria","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","VOC_OTH","altri istituti professionali","2019","2019",5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",316,,
"ITDA","Trentino Alto Adige / Südtirol","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",4,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",432,,
"ITE1","Toscana","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",3246,,
"ITF1","Abruzzo","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",13,,
"ITF3","Campania","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",111,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","CLA","liceo classico","2019","2019",2990,,
"IT","Italia","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","CLA","liceo classico","2019","2019",188398,,
"ITD","Nord-est","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",516,,
"ITD3","Veneto","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",218,,
"ITE1","Toscana","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",313,,
"IT","Italia","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","ALL","totale","2019","2019",1238508,,
"ITD","Nord-est","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ALL","totale","2019","2019",78,,
"ITC1","Piemonte","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","CLA","liceo classico","2019","2019",235,,
"ITC1","Piemonte","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",1015,,
"ITD","Nord-est","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SUR","istituto tecnico per geometri","2019","2019",16,,
"ITF3","Campania","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",67,,
"ITE","Centro","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",41,,
"ITF2","Molise","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",13,,
"ITE4","Lazio","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",756,,
"ITD","Nord-est","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",64,,
"ITE","Centro","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",67142,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","COMM","istituto tecnico commerciale","2019","2019",19,,
"ITD","Nord-est","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",25246,,
"IT","Italia","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",124485,,
"ITC1","Piemonte","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",143,,
"ITC4","Lombardia","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",9723,,
"IT","Italia","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","ART","istituto d arte","2019","2019",2,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",95,,
"ITF","Sud","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",9366,,
"ITF3","Campania","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",4213,,
